Price,Close,High,Low,Open,Volume
Ticker,KLMSN.IS,KLMSN.IS,KLMSN.IS,KLMSN.IS,KLMSN.IS
Date,,,,,
2020-01-02,10.060392379760742,10.953604623898299,9.956968106158996,10.483492822071469,11201158
2020-01-03,9.374030113220215,10.013381590373644,9.31291507336946,10.013381590373644,3621340
2020-01-06,9.049652099609375,9.345822137426707,8.950929052559296,9.345822137426707,1553856
2020-01-07,8.603045463562012,9.853542762709996,8.565436555943542,9.181283651113231,7465026
2020-01-08,8.269267082214355,8.556035582700623,7.935487219845023,8.40089871615351,2769084
2020-01-09,8.617148399353027,8.814595371542254,8.462011556680563,8.556034265977152,2947740
2020-01-10,8.513726234436035,8.725276037483523,8.438508407130186,8.603046843944712,1957544
2020-01-13,8.546632766723633,8.673563169397852,8.537230315414334,8.565436772675124,1599190
2020-01-14,8.494919776916504,8.673562756623145,8.396196732868413,8.537229909127705,2648374
2020-01-15,8.767583847045898,9.035547397682997,8.504321521449256,8.579539328762582,5538706
2020-01-16,9.096664428710938,9.397535724185788,8.795792236568897,8.81459714086967,8815136
2020-01-17,8.852205276489258,9.251800491165355,8.776987459216947,9.190685454214657,2057152
2020-01-20,8.621850967407227,8.927423475216,8.565437153708967,8.809895518622845,2024798
2020-01-21,8.720574378967285,8.871010922789983,8.509024586405044,8.621851321771677,2050696
2020-01-22,8.617148399353027,8.856905501059018,8.612447174221497,8.758181566630899,1971986
2020-01-23,8.659459114074707,8.852204874158133,8.59364375111951,8.621850207147869,2153918
2020-01-24,8.941526412963867,9.167179855751499,8.682964391852682,8.7769871080144,3655846
2020-01-27,9.082560539245605,9.364627820526628,8.922722443075266,8.932124895006972,3425676
2020-01-28,9.044951438903809,9.265903674672076,9.016744980366129,9.19068585412683,2042546
2020-01-29,9.844141006469727,10.013380638949352,9.035548164250699,9.195386242518781,11175362
2020-01-30,9.844141006469727,10.173218717217434,9.4962583939648,9.825336104712507,5548030
2020-01-31,9.9757719039917,10.126208430640371,9.759520910059937,9.834738725050732,2857472
2020-02-03,10.173218727111816,10.380068163307058,9.872347472040243,9.872347472040243,3682268
2020-02-04,10.427080154418945,10.765560336933731,10.22963315711854,10.342459884623468,3273904
2020-02-05,10.483492851257324,10.774962563734931,10.464688845398795,10.549309113429942,2318030
2020-02-06,10.624526977539062,10.821973971602489,10.549309160435577,10.577515617682607,2319164
2020-02-07,10.549309730529785,10.878387473974415,10.483493464507134,10.746756735263427,1697708
2020-02-10,9.83474063873291,10.737355490923841,9.618488706054919,10.445885728618878,5320190
2020-02-11,9.759520530700684,10.098000685002301,9.552671099182836,10.032185323610417,1790480
2020-02-12,9.684304237365723,10.032186896898859,9.637292873284556,9.815934980792365,2600952
2020-02-13,10.61512565612793,10.633930560738985,9.6372930330332,9.759522223003442,3800418
2020-02-14,10.04158878326416,10.840778340945626,9.97577251859201,10.80316943113317,4260652
2020-02-17,9.966370582580566,10.408275031814162,9.900554320424863,10.107403764818164,2297544
2020-02-18,9.721911430358887,10.17321829374094,9.637291169307993,9.98517376733175,2247952
2020-02-19,9.985175132751465,10.24843750572406,9.674901397581259,9.872348401477495,3059050
2020-02-20,9.402236938476562,10.041589337226469,9.181284693222551,9.985175521062047,2039620
2020-02-21,9.853543281555176,9.87234818468814,8.979135909216449,9.308213644039107,2185016
2020-02-24,10.145013809204102,10.436483554244802,9.374030652860679,9.515063850890796,7034784
2020-02-25,10.116806983947754,10.511701000186147,9.947566435083537,10.229633717634842,2977364
2020-02-26,10.079197883605957,10.210828622104227,10.003980062559187,10.116806794129342,1389336
2020-02-27,9.46805191040039,10.182622102757781,9.397535315672249,10.032186461559835,1492464
2020-02-28,8.842803955078125,9.091963567046685,7.568801227655277,7.568801227655277,1690584
2020-03-02,8.875710487365723,9.355224743854878,8.805193895921343,9.308213384002922,1579588
2020-03-03,9.10606575012207,9.148374986210712,8.899216311834898,8.941526444590616,2020530
2020-03-04,8.617148399353027,9.096662602765008,8.598344395493916,9.073156477107357,1491096
2020-03-05,8.697068214416504,8.861607522130774,8.523126455594653,8.697068214416504,1232680
2020-03-06,8.14233684539795,8.74408031749067,8.057716571561938,8.697068954618757,2109338
2020-03-09,7.996601581573486,8.095324626160618,7.521788570462963,7.526489795919551,1928006
2020-03-10,7.897878646850586,8.302175120971288,7.709834087957416,8.189348385635387,1586952
2020-03-11,7.897878646850586,7.897878646850586,7.897878646850586,7.897878646850586,0
2020-03-12,7.775649547576904,7.982498092518178,7.606409013836687,7.897877825648069,1085454
2020-03-13,7.897878646850586,8.109429336022393,7.502985073174931,7.733340218236054,2225452
2020-03-16,7.112792015075684,7.56880061400217,7.112792015075684,7.5217892518447105,946102
2020-03-17,6.435830593109131,7.098688633290775,6.402922909305872,6.86363272421934,1364894
2020-03-18,5.777674198150635,6.398221651529366,5.777674198150635,5.895202152098641,1518030
2020-03-19,5.274654865264893,5.608434282949516,5.204137821669405,5.608434282949516,4286304
2020-03-20,4.983185291290283,5.5003080056064295,4.766933843970134,5.44389464304468,6499294
2020-03-23,4.53657865524292,4.828048363500516,4.470763290690308,4.607095693692421,4842434
2020-03-24,4.997288703918457,5.016093158798354,4.583590248227157,4.818646158392652,7580980
2020-03-25,5.312263488769531,5.448595894352987,4.983185314775006,5.0584031318784906,6742746
2020-03-26,5.85289192199707,5.85289192199707,5.199436795580133,5.2652521617898635,6651536
2020-03-27,5.829386234283447,6.346509401921592,5.664847370641169,5.9610178631975375,9323846
2020-03-30,5.5191121101379395,5.8152825810738165,5.237045315199145,5.8152825810738165,921194
2020-03-31,6.008028984069824,6.022132661587374,5.486205020926907,5.500308250110885,1155834
2020-04-01,5.740065097808838,6.012729906031244,5.566123785552031,5.829386142571261,690056
2020-04-02,5.669548511505127,5.80117969011657,5.547319335770583,5.744766327854523,424720
2020-04-03,6.25718879699707,6.25718879699707,5.636640862404912,5.711858685183698,1407276
2020-04-06,6.769610404968262,6.882437588773487,6.205476279276505,6.346509922782842,1809124
2020-04-07,6.464037895202637,7.098689067883242,6.464037895202637,6.793116098382598,1247908
2020-04-08,7.108090400695801,7.108090400695801,6.149062341435261,6.473439736258805,1490438
2020-04-09,7.145699977874756,7.37135389735164,6.858931912880093,6.976459874517289,1593724
2020-04-10,7.065780162811279,7.1645036578272805,6.863632395556452,7.1645036578272805,887210
2020-04-13,7.517087936401367,7.611110659596072,6.8730347931856395,7.004665977991226,1374898
2020-04-14,7.404261589050293,7.662822746191523,7.258526719237125,7.639317512512207,3612198
2020-04-15,6.905942440032959,7.41836439567761,6.67558775578299,7.41836439567761,2748342
2020-04-16,6.943551540374756,7.202112673166686,6.605070916931696,6.948252317667779,2355152
2020-04-17,7.324341773986816,7.470076628574154,7.028171287567554,7.075182646681805,4552620
2020-04-20,7.319640636444092,7.4465710385790675,7.230319591052984,7.357249544854406,1742998
2020-04-21,7.188009738922119,7.427766875691325,7.098688690027835,7.296135691092643,2378786
2020-04-22,7.366652011871338,7.582903011526144,7.192710698018415,7.192710698018415,4296864
2020-04-24,7.559398174285889,7.7803504111108195,7.36665239613353,7.380755625469816,5634950
2020-04-27,8.306876182556152,8.306876182556152,7.662822572348316,7.775650202117488,2382284
2020-04-28,8.00600528717041,8.885113961981709,7.879074869951491,8.64065557993058,7956102
2020-04-29,8.024807929992676,8.241059814759332,7.897877534368795,8.015405479205635,3458572
2020-04-30,7.888476848602295,8.118831538239604,7.662822488208853,8.062417723974454,2132498
2020-05-04,7.568800449371338,7.803856358378726,7.5264903140166375,7.709833636108917,1319650
2020-05-05,7.644018173217773,7.705132314264209,7.455973179356192,7.662822179437015,1550528
2020-05-06,7.874372959136963,7.987199687966332,7.554696779120183,7.634615824124379,3271548
2020-05-07,7.719236373901367,7.916683380655664,7.691029914841373,7.864970791823035,1314166
2020-05-08,7.545294284820557,7.83676400514613,7.4982833722413345,7.756844960594532,1504734
2020-05-11,7.606409072875977,8.27396786521739,7.41836408374212,7.662821986782519,9434532
2020-05-12,7.747442245483398,7.860268969835047,7.592305387416492,7.597006613014532,2451420
2020-05-13,7.766247272491455,7.926085358721135,7.695730680723564,7.747442369797557,2293340
2020-05-14,7.695730686187744,7.968395498773072,7.578202734268773,7.7615460523288915,3316406
2020-05-15,7.930786609649658,8.071819793634551,7.488881258274083,7.521788941426084,7122794
2020-05-18,8.697068214416504,8.697068214416504,8.038911880226511,8.090623567984014,8051628
2020-05-20,8.46201229095459,8.725274644495281,8.306875434820439,8.70647063900449,6842490
2020-05-21,8.076520919799805,8.509023814468959,7.991900651784759,8.462012454830921,4326078
2020-05-22,8.194048881530762,8.527827831740158,7.930786522539269,8.029509570910914,6003510
2020-05-27,8.231657981872559,8.405598851154206,8.21755430463332,8.320979477720153,1767222
2020-05-28,8.095325469970703,8.320979832072476,7.991901189146632,8.292772476392777,1340810
