Price,Close,High,Low,Open,Volume
Ticker,AHGAZ.IS,AHGAZ.IS,AHGAZ.IS,AHGAZ.IS,AHGAZ.IS
Date,,,,,
2022-12-26,7.013743877410889,7.013743877410889,6.869954089713442,7.013743877410889,129708500
2022-12-27,7.712721347808838,7.712721347808838,7.277358127033122,7.656803363115862,503947900
2022-12-28,7.876482009887695,8.483594490675051,7.429136222013267,7.784616340015594,415756550
2022-12-29,7.592896938323975,8.31583975044543,7.5729261608233065,7.96435349506459,196930325
2022-12-30,7.229427814483643,7.708726930304831,7.229427814483643,7.600884831604935,142802150
