Price,Close,High,Low,Open,Volume
Ticker,DERIM.IS,DERIM.IS,DERIM.IS,DERIM.IS,DERIM.IS
Date,,,,,
2020-01-02,4.087512969970703,4.144126892089844,4.042222023010254,4.042222023010254,850565
2020-01-03,3.940316915512085,4.081851959228516,3.79878306388855,4.070528984069824,618307
2020-01-06,3.776137113571167,3.923332929611206,3.679893970489502,3.878041982650757,342109
2020-01-07,3.810106039047241,3.878041982650757,3.793121099472046,3.793121099472046,502944
2020-01-08,3.7025389671325684,3.810106039047241,3.396825075149536,3.696877956390381,501376
2020-01-09,3.8667190074920654,3.940316915512085,3.764815092086792,3.8723809719085693,581510
2020-01-10,3.861057996749878,3.9346559047698975,3.793121099472046,3.906348943710327,278472
2020-01-13,4.053544998168945,4.093173980712891,3.8497350215911865,3.8723809719085693,1247433
2020-01-14,4.121480941772461,4.189417839050293,4.042222023010254,4.064867973327637,762097
2020-01-15,4.178094863891602,4.24036979675293,4.104496955871582,4.13846492767334,943336
2020-01-16,4.483808994293213,4.6196818351745605,4.217724800109863,4.217724800109863,2542512
2020-01-17,5.202804088592529,5.304708957672119,4.410211086273193,4.500793933868408,5272202
2020-01-20,5.106561183929443,5.304708957672119,4.812169075012207,5.236772060394287,1547833
2020-01-21,5.078254222869873,5.1688361167907715,4.998994827270508,5.1008992195129395,979821
2020-01-22,5.0895771980285645,5.123545169830322,5.032962799072266,5.066930770874023,347099
2020-01-23,5.18582010269165,5.265079021453857,5.038623809814453,5.0895771980285645,742473
2020-01-24,5.3160319328308105,5.429258823394775,5.208466053009033,5.253756999969482,1186409
2020-01-27,6.233174800872803,6.323757171630859,5.304708957672119,5.304708957672119,2827616
2020-01-28,5.887831211090088,6.510581970214844,5.831216812133789,6.4652910232543945,1874556
2020-01-29,5.644391059875488,5.921799182891846,5.395290851593018,5.921799182891846,683090
2020-01-30,5.457565784454346,6.131269931793213,5.282063007354736,5.621746063232422,1737286
2020-01-31,5.270740985870361,5.519841194152832,4.9820098876953125,5.519841194152832,359818
2020-02-03,5.066930770874023,5.355660915374756,5.066930770874023,5.321692943572998,283618
2020-02-04,5.123545169830322,5.219788074493408,5.0499467849731445,5.078254222869873,372856
2020-02-05,5.061270236968994,5.174497127532959,5.044285774230957,5.123545169830322,262411
2020-02-06,5.055607795715332,5.180159091949463,5.038623809814453,5.117884159088135,418474
2020-02-07,5.15751314163208,5.831216812133789,5.095238208770752,5.123545169830322,2603045
2020-02-10,5.2480950355529785,5.519841194152832,5.0895771980285645,5.197143077850342,1784393
2020-02-11,5.265079021453857,5.423597812652588,5.180159091949463,5.265079021453857,488971
2020-02-12,5.208466053009033,5.372644901275635,5.208466053009033,5.372644901275635,379997
2020-02-13,5.265079021453857,5.406613826751709,5.225450038909912,5.265079021453857,634253
2020-02-14,5.202804088592529,5.304708957672119,5.180159091949463,5.304708957672119,388887
2020-02-17,5.174497127532959,5.253756999969482,5.151852130889893,5.202804088592529,281152
2020-02-18,5.236772060394287,5.502857208251953,4.812169075012207,5.180159091949463,1546244
2020-02-19,5.112222194671631,5.378306865692139,5.055607795715332,5.36132287979126,360438
2020-02-20,4.585713863372803,5.197143077850342,4.5404229164123535,5.197143077850342,657398
2020-02-21,4.755555152893066,4.778201103210449,4.132803916931152,4.529099941253662,1029783
2020-02-24,4.636666774749756,4.76121711730957,4.330952167510986,4.76121711730957,541334
2020-02-25,4.693280220031738,4.8065080642700195,4.636666774749756,4.636666774749756,908771
2020-02-26,4.693280220031738,4.83481502532959,4.631004810333252,4.698942184448242,654436
2020-02-27,4.506454944610596,4.721587181091309,4.3932271003723145,4.66497278213501,561623
2020-02-28,4.319629192352295,4.5404229164123535,3.662909984588623,3.662909984588623,326251
2020-03-02,4.427196025848389,4.495131969451904,4.257353782653809,4.359259128570557,559143
2020-03-03,4.427196025848389,4.551745891571045,4.359259128570557,4.517777919769287,571724
